user,total_logons,after_hours_logons,thumb_drive_count,url_count,role
AAA0371,0.0,0.0,0.0,0.0,0.0
AAC0344,0.0,0.0,0.0,0.0,0.0
AAC0599,0.0,0.0,0.0,0.0,0.0
AAH0734,0.0,0.0,0.0,0.0,0.0
AAK0658,0.0,0.0,0.0,0.0,0.0
AAK0924,0.0,0.0,0.0,0.0,0.0
AAR0508,0.0,0.0,0.0,0.0,0.0
AAS0709,0.0,0.0,0.0,0.0,0.0
ABB0272,0.0,0.0,0.0,0.0,0.0
ABD0833,0.0,0.0,0.0,0.0,0.0
ABG0179,0.0,0.0,0.0,0.0,0.0
ABH0963,0.0,0.0,0.0,0.0,0.0
ABL0836,0.0,0.0,0.0,0.0,0.0
ABS0726,0.0,0.0,0.0,0.0,0.0
ACD0647,0.0,0.0,0.0,0.0,0.0
ACH0803,0.0,0.0,0.0,0.0,0.0
ACL0865,0.0,0.0,0.0,0.0,0.0
ACM0061,0.0,0.0,0.0,0.0,0.0
ACR0400,0.0,0.0,0.0,0.0,0.0
ADR0219,0.0,0.0,0.0,0.0,0.0
AEC0750,0.0,0.0,0.0,0.0,0.0
AEG0905,0.0,0.0,0.0,0.0,0.0
AEW0730,0.0,0.0,0.0,0.0,0.0
AFD0868,0.0,0.0,0.0,0.0,0.0
AFF0760,0.0,0.0,0.0,0.0,0.0
AFG0122,0.0,0.0,0.0,0.0,0.0
AFH0331,0.0,0.0,0.0,0.0,0.0
AFN0918,0.0,0.0,0.0,0.0,0.0
AFO0022,0.0,0.0,0.0,0.0,0.0
AFR0646,0.0,0.0,0.0,0.0,0.0
AGB0091,0.0,0.0,0.0,0.0,0.0
AGF0088,0.0,0.0,0.0,0.0,0.0
AGG0562,0.0,0.0,0.0,0.0,0.0
AGW0182,0.0,0.0,0.0,0.0,0.0
AHD0147,0.0,0.0,0.0,0.0,0.0
AHS0926,0.0,0.0,0.0,0.0,0.0
AHV0103,0.0,0.0,0.0,0.0,0.0
AIB0797,0.0,0.0,0.0,0.0,0.0
AIC0321,0.0,0.0,0.0,0.0,0.0
AID0577,0.0,0.0,0.0,0.0,0.0
AJA0220,0.0,0.0,0.0,0.0,0.0
AJB0016,0.0,0.0,0.0,0.0,0.0
AJB0370,0.0,0.0,0.0,0.0,0.0
AJC0203,0.0,0.0,0.0,0.0,0.0
AJC0266,0.0,0.0,0.0,0.0,0.0
AJC0399,0.0,0.0,0.0,0.0,0.0
AJM0302,0.0,0.0,0.0,0.0,0.0
AJN0804,0.0,0.0,0.0,0.0,0.0
AJP0553,0.0,0.0,0.0,0.0,0.0
AJS0917,0.0,0.0,0.0,0.0,0.0
AJS0978,0.0,0.0,0.0,0.0,0.0
AKA0033,0.0,0.0,0.0,0.0,0.0
AKH0067,0.0,0.0,0.0,0.0,0.0
AKM0969,0.0,0.0,0.0,0.0,0.0
AKP0173,0.0,0.0,0.0,0.0,0.0
AKS0283,0.0,0.0,0.0,0.0,0.0
AKW0582,0.0,0.0,0.0,0.0,0.0
ALC0244,0.0,0.0,0.0,0.0,0.0
ALK0520,0.0,0.0,0.0,0.0,0.0
ALL0155,0.0,0.0,0.0,0.0,0.0
ALN0201,0.0,0.0,0.0,0.0,0.0
ALS0087,0.0,0.0,0.0,0.0,0.0
ALW0250,0.0,0.0,0.0,0.0,0.0
ALW0694,0.0,0.0,0.0,0.0,0.0
ALW0834,0.0,0.0,0.0,0.0,0.0
AMA0191,0.0,0.0,0.0,0.0,0.0
AMA0606,0.0,0.0,0.0,0.0,0.0
AMD0432,0.0,0.0,0.0,0.0,0.0
AMH0101,0.0,0.0,0.0,0.0,0.0
AMM0340,0.0,0.0,0.0,0.0,0.0
AMM0661,0.0,0.0,0.0,0.0,0.0
AMM0830,0.0,0.0,0.0,0.0,0.0
AMS0897,0.0,0.0,0.0,0.0,0.0
ANC0012,0.0,0.0,0.0,0.0,0.0
ANS0172,0.0,0.0,0.0,0.0,0.0
ANW0351,0.0,0.0,0.0,0.0,0.0
AOC0511,0.0,0.0,0.0,0.0,0.0
APC0769,0.0,0.0,0.0,0.0,0.0
AQG0678,0.0,0.0,0.0,0.0,0.0
ARB0050,0.0,0.0,0.0,0.0,0.0
ARB0100,0.0,0.0,0.0,0.0,0.0
ARC0677,0.0,0.0,0.0,0.0,0.0
ARF0269,0.0,0.0,0.0,0.0,0.0
ARG0405,0.0,0.0,0.0,0.0,0.0
ARK0026,0.0,0.0,0.0,0.0,0.0
ARM0416,0.0,0.0,0.0,0.0,0.0
ARP0948,0.0,0.0,0.0,0.0,0.0
ARR0758,0.0,0.0,0.0,0.0,0.0
ARR0878,0.0,0.0,0.0,0.0,0.0
ARR0977,0.0,0.0,0.0,0.0,0.0
ARS0993,0.0,0.0,0.0,0.0,1.0
ARW0541,0.0,0.0,0.0,0.0,0.0
ASC0132,0.0,0.0,0.0,0.0,0.0
ASO0023,0.0,0.0,0.0,0.0,0.0
ASP0799,0.0,0.0,0.0,0.0,0.0
ASR0539,0.0,0.0,0.0,0.0,0.0
ASS0824,0.0,0.0,0.0,0.0,0.0
ASV0049,0.0,0.0,0.0,0.0,0.0
ATJ0284,0.0,0.0,0.0,0.0,0.0
AUM0365,0.0,0.0,0.0,0.0,0.0
AWB0828,0.0,0.0,0.0,0.0,0.0
AXB0007,0.0,0.0,0.0,0.0,0.0
AZC0030,0.0,0.0,0.0,0.0,0.0
AZS0738,0.0,0.0,0.0,0.0,0.0
BAB0505,0.0,0.0,0.0,0.0,0.0
BAE0444,0.0,0.0,0.0,0.0,0.0
BAF0379,0.0,0.0,0.0,0.0,0.0
BAH0774,0.0,0.0,0.0,0.0,0.0
BAK0787,0.0,0.0,0.0,0.0,0.0
BAM0466,0.0,0.0,0.0,0.0,0.0
BBH0313,0.0,0.0,0.0,0.0,0.0
BBM0499,0.0,0.0,0.0,0.0,0.0
BBP0623,0.0,0.0,0.0,0.0,0.0
BCB0013,0.0,0.0,0.0,0.0,0.0
BCG0303,0.0,0.0,0.0,0.0,0.0
BCG0692,0.0,0.0,0.0,0.0,0.0
BCH0912,0.0,0.0,0.0,0.0,0.0
BCJ0800,0.0,0.0,0.0,0.0,0.0
BCM0558,0.0,0.0,0.0,0.0,0.0
BCM0899,0.0,0.0,0.0,0.0,0.0
BCR0547,0.0,0.0,0.0,0.0,0.0
BCS0374,0.0,0.0,0.0,0.0,0.0
BCV0109,0.0,0.0,0.0,0.0,0.0
BCW0386,0.0,0.0,0.0,0.0,0.0
BDH0038,0.0,0.0,0.0,0.0,0.0
BDI0634,0.0,0.0,0.0,0.0,0.0
BFO0438,0.0,0.0,0.0,0.0,0.0
BFO0974,0.0,0.0,0.0,0.0,0.0
BFV0911,0.0,0.0,0.0,0.0,0.0
BGF0236,0.0,0.0,0.0,0.0,0.0
BGN0054,0.0,0.0,0.0,0.0,0.0
BGV0046,0.0,0.0,0.0,0.0,0.0
BGW0009,0.0,0.0,0.0,0.0,0.0
BHH0460,0.0,0.0,0.0,0.0,0.0
BIM0736,0.0,0.0,0.0,0.0,0.0
BIR0534,0.0,0.0,0.0,0.0,0.0
BJC0569,0.0,0.0,0.0,0.0,0.0
BJM0311,0.0,0.0,0.0,0.0,0.0
BJM0992,0.0,0.0,0.0,0.0,1.0
BKH0156,0.0,0.0,0.0,0.0,0.0
BKM0116,0.0,0.0,0.0,0.0,0.0
BLB0079,0.0,0.0,0.0,0.0,0.0
BLS0098,0.0,0.0,0.0,0.0,0.0
BMK0943,0.0,0.0,0.0,0.0,0.0
BML0618,0.0,0.0,0.0,0.0,0.0
BMM0247,0.0,0.0,0.0,0.0,0.0
BMR0412,0.0,0.0,0.0,0.0,0.0
BMR0596,0.0,0.0,0.0,0.0,0.0
BMS0001,0.0,0.0,0.0,0.0,0.0
BNG0510,0.0,0.0,0.0,0.0,0.0
BNL0480,0.0,0.0,0.0,0.0,0.0
BNM0353,0.0,0.0,0.0,0.0,0.0
BNN0072,0.0,0.0,0.0,0.0,0.0
BNW0850,0.0,0.0,0.0,0.0,0.0
BPB0808,0.0,0.0,0.0,0.0,0.0
BPC0533,0.0,0.0,0.0,0.0,0.0
BQW0149,0.0,0.0,0.0,0.0,0.0
BRB0908,0.0,0.0,0.0,0.0,0.0
BSG0869,0.0,0.0,0.0,0.0,0.0
BSM0334,0.0,0.0,0.0,0.0,0.0
BTH0004,0.0,0.0,0.0,0.0,0.0
BTH0358,0.0,0.0,0.0,0.0,0.0
BTW0973,0.0,0.0,0.0,0.0,0.0
BVM0716,0.0,0.0,0.0,0.0,0.0
BWS0872,0.0,0.0,0.0,0.0,0.0
BXY0648,0.0,0.0,0.0,0.0,0.0
BYB0347,0.0,0.0,0.0,0.0,0.0
BZH0120,0.0,0.0,0.0,0.0,0.0
BZM0434,0.0,0.0,0.0,0.0,0.0
CAC0854,0.0,0.0,0.0,0.0,0.0
CAH0610,0.0,0.0,0.0,0.0,0.0
CAH0921,0.0,0.0,0.0,0.0,0.0
CAM0975,0.0,0.0,0.0,0.0,0.0
CAO0951,0.0,0.0,0.0,0.0,0.0
CAR0015,0.0,0.0,0.0,0.0,0.0
CAV0757,0.0,0.0,0.0,0.0,0.0
CAW0976,0.0,0.0,0.0,0.0,0.0
CBB0075,0.0,0.0,0.0,0.0,0.0
CBC0653,0.0,0.0,0.0,0.0,0.0
CBH0762,0.0,0.0,0.0,0.0,0.0
CBP0628,0.0,0.0,0.0,0.0,0.0
CBR0104,0.0,0.0,0.0,0.0,0.0
CBR0208,0.0,0.0,0.0,0.0,0.0
CBR0439,0.0,0.0,0.0,0.0,0.0
CCA0349,0.0,0.0,0.0,0.0,0.0
CCB0366,0.0,0.0,0.0,0.0,0.0
CCB0496,0.0,0.0,0.0,0.0,0.0
CCG0876,0.0,0.0,0.0,0.0,0.0
CCH0497,0.0,0.0,0.0,0.0,0.0
CCM0827,0.0,0.0,0.0,0.0,0.0
CDE0193,0.0,0.0,0.0,0.0,0.0
CDE0810,0.0,0.0,0.0,0.0,0.0
CDF0585,0.0,0.0,0.0,0.0,0.0
CDK0329,0.0,0.0,0.0,0.0,0.0
CDR0453,0.0,0.0,0.0,0.0,0.0
CDS0110,0.0,0.0,0.0,0.0,0.0
CDS0300,0.0,0.0,0.0,0.0,0.0
CDZ0056,0.0,0.0,0.0,0.0,0.0
CEB0718,0.0,0.0,0.0,0.0,0.0
CGC0877,0.0,0.0,0.0,0.0,0.0
CGH0125,0.0,0.0,0.0,0.0,0.0
CGM0319,0.0,0.0,0.0,0.0,0.0
CGM0343,0.0,0.0,0.0,0.0,0.0
CGM0994,0.0,0.0,0.0,0.0,1.0
CGR0202,0.0,0.0,0.0,0.0,0.0
CGT0183,0.0,0.0,0.0,0.0,0.0
CHA0174,0.0,0.0,0.0,0.0,0.0
CHM0645,0.0,0.0,0.0,0.0,0.0
CHS0324,0.0,0.0,0.0,0.0,0.0
CIB0489,0.0,0.0,0.0,0.0,0.0
CJG0638,0.0,0.0,0.0,0.0,0.0
CJW0317,0.0,0.0,0.0,0.0,0.0
CKB0536,0.0,0.0,0.0,0.0,0.0
CKR0296,0.0,0.0,0.0,0.0,0.0
CKW0622,0.0,0.0,0.0,0.0,0.0
CLB0995,0.0,0.0,0.0,0.0,1.0
CLK0383,0.0,0.0,0.0,0.0,0.0
CLN0999,0.0,0.0,0.0,0.0,1.0
CLP0332,0.0,0.0,0.0,0.0,0.0
CLS0819,0.0,0.0,0.0,0.0,0.0
CMC0814,0.0,0.0,0.0,0.0,0.0
CMF0339,0.0,0.0,0.0,0.0,0.0
CMM0900,0.0,0.0,0.0,0.0,0.0
CMU0028,0.0,0.0,0.0,0.0,0.0
CNB0615,0.0,0.0,0.0,0.0,0.0
CNS0950,0.0,0.0,0.0,0.0,0.0
CNT0514,0.0,0.0,0.0,0.0,0.0
COS0121,0.0,0.0,0.0,0.0,0.0
CPM0959,0.0,0.0,0.0,0.0,0.0
CPP0761,0.0,0.0,0.0,0.0,0.0
CPS0559,0.0,0.0,0.0,0.0,0.0
CRC0996,0.0,0.0,0.0,0.0,1.0
CRF0074,0.0,0.0,0.0,0.0,0.0
CRJ0934,0.0,0.0,0.0,0.0,0.0
CRM0058,0.0,0.0,0.0,0.0,0.0
CSA0071,0.0,0.0,0.0,0.0,0.0
CSB0363,0.0,0.0,0.0,0.0,0.0
CSC0297,0.0,0.0,0.0,0.0,0.0
CSD0739,0.0,0.0,0.0,0.0,0.0
CSR0189,0.0,0.0,0.0,0.0,0.0
CTF0687,0.0,0.0,0.0,0.0,0.0
CTH0082,0.0,0.0,0.0,0.0,0.0
CTH0856,0.0,0.0,0.0,0.0,0.0
CTR0537,0.0,0.0,0.0,0.0,0.0
CVW0133,0.0,0.0,0.0,0.0,0.0
CWG0305,0.0,0.0,0.0,0.0,0.0
CYK0330,0.0,0.0,0.0,0.0,0.0
CZB0163,0.0,0.0,0.0,0.0,0.0
DAG0754,0.0,0.0,0.0,0.0,0.0
DAO0613,0.0,0.0,0.0,0.0,0.0
DAR0341,0.0,0.0,0.0,0.0,0.0
DAV0579,0.0,0.0,0.0,0.0,0.0
DAW0123,0.0,0.0,0.0,0.0,0.0
DAW0199,0.0,0.0,0.0,0.0,0.0
DAW0221,0.0,0.0,0.0,0.0,0.0
DBA0367,0.0,0.0,0.0,0.0,0.0
DBB0235,0.0,0.0,0.0,0.0,0.0
DBF0903,0.0,0.0,0.0,0.0,0.0
DBG0686,0.0,0.0,0.0,0.0,0.0
DBM0698,0.0,0.0,0.0,0.0,0.0
DCB0462,0.0,0.0,0.0,0.0,0.0
DCC0600,0.0,0.0,0.0,0.0,0.0
DCF0307,0.0,0.0,0.0,0.0,0.0
DCM0725,0.0,0.0,0.0,0.0,0.0
DDD0915,0.0,0.0,0.0,0.0,0.0
DDJ0535,0.0,0.0,0.0,0.0,0.0
DDK0417,0.0,0.0,0.0,0.0,0.0
DDW0643,0.0,0.0,0.0,0.0,0.0
DEP0563,0.0,0.0,0.0,0.0,0.0
DFW0798,0.0,0.0,0.0,0.0,0.0
DFZ0063,0.0,0.0,0.0,0.0,0.0
DGM0240,0.0,0.0,0.0,0.0,0.0
DIS0382,0.0,0.0,0.0,0.0,0.0
DJC0162,0.0,0.0,0.0,0.0,0.0
DJW0368,0.0,0.0,0.0,0.0,0.0
DKB0409,0.0,0.0,0.0,0.0,0.0
DKR0696,0.0,0.0,0.0,0.0,0.0
DLM0723,0.0,0.0,0.0,0.0,0.0
DME0620,0.0,0.0,0.0,0.0,0.0
DMR0377,0.0,0.0,0.0,0.0,0.0
DNH0619,0.0,0.0,0.0,0.0,0.0
DNM0143,0.0,0.0,0.0,0.0,0.0
DNS0937,0.0,0.0,0.0,0.0,0.0
DOC0003,0.0,0.0,0.0,0.0,0.0
DOO0986,0.0,0.0,0.0,0.0,0.0
DRD0916,0.0,0.0,0.0,0.0,0.0
DRH0790,0.0,0.0,0.0,0.0,0.0
DRM0312,0.0,0.0,0.0,0.0,0.0
DRN0845,0.0,0.0,0.0,0.0,0.0
DRO0126,0.0,0.0,0.0,0.0,0.0
DRO0516,0.0,0.0,0.0,0.0,0.0
DRP0428,0.0,0.0,0.0,0.0,0.0
DSB0887,0.0,0.0,0.0,0.0,0.0
DSH0627,0.0,0.0,0.0,0.0,0.0
DSM0990,0.0,0.0,0.0,0.0,1.0
DSS0112,0.0,0.0,0.0,0.0,0.0
DST0527,0.0,0.0,0.0,0.0,0.0
DST0857,0.0,0.0,0.0,0.0,0.0
DTAA/AAA0371,843.0,290.0,0.0,7085.0,0.0
DTAA/AAC0344,690.0,166.0,0.0,14884.0,0.0
DTAA/AAC0599,690.0,178.0,0.0,14926.0,0.0
DTAA/AAH0734,690.0,0.0,0.0,16740.0,0.0
DTAA/AAK0658,690.0,0.0,0.0,14715.0,0.0
DTAA/AAK0924,690.0,0.0,0.0,18489.0,0.0
DTAA/AAR0508,690.0,345.0,0.0,18609.0,0.0
DTAA/AAS0709,1004.0,172.0,0.0,16684.0,0.0
DTAA/ABB0272,1195.0,169.0,0.0,17309.0,0.0
DTAA/ABD0833,690.0,164.0,0.0,16568.0,0.0
DTAA/ABG0179,690.0,0.0,0.0,16589.0,0.0
DTAA/ABH0963,690.0,345.0,0.0,16812.0,0.0
DTAA/ABL0836,690.0,426.0,0.0,20394.0,0.0
DTAA/ABS0726,788.0,78.0,0.0,18073.0,0.0
DTAA/ACD0647,690.0,345.0,0.0,20380.0,0.0
DTAA/ACH0803,822.0,350.0,0.0,16738.0,0.0
DTAA/ACL0865,690.0,345.0,0.0,18502.0,0.0
DTAA/ACM0061,690.0,0.0,0.0,16459.0,0.0
DTAA/ACR0400,690.0,0.0,0.0,18228.0,0.0
DTAA/ADR0219,690.0,0.0,0.0,12577.0,0.0
DTAA/AEC0750,690.0,345.0,0.0,16280.0,0.0
DTAA/AEG0905,690.0,345.0,0.0,20966.0,0.0
DTAA/AEW0730,690.0,0.0,0.0,13939.0,0.0
DTAA/AFD0868,690.0,242.0,0.0,17363.0,0.0
DTAA/AFF0760,184.0,74.0,0.0,895.0,0.0
DTAA/AFG0122,916.0,346.0,0.0,12638.0,0.0
DTAA/AFH0331,999.0,363.0,0.0,18773.0,0.0
DTAA/AFN0918,1012.0,178.0,0.0,15107.0,0.0
DTAA/AFO0022,1091.0,411.0,0.0,17165.0,0.0
DTAA/AFR0646,690.0,0.0,0.0,17155.0,0.0
DTAA/AGB0091,690.0,345.0,0.0,14434.0,0.0
DTAA/AGF0088,690.0,189.0,0.0,14823.0,0.0
DTAA/AGG0562,690.0,0.0,0.0,12161.0,0.0
DTAA/AGW0182,1224.0,384.0,0.0,13058.0,0.0
DTAA/AHD0147,690.0,161.0,0.0,13308.0,0.0
DTAA/AHS0926,690.0,168.0,0.0,14734.0,0.0
DTAA/AHV0103,950.0,0.0,0.0,13383.0,0.0
DTAA/AIB0797,1068.0,439.0,0.0,16732.0,0.0
DTAA/AIC0321,690.0,163.0,0.0,11778.0,0.0
DTAA/AID0577,690.0,345.0,0.0,14696.0,0.0
DTAA/AJA0220,1129.0,459.0,0.0,13772.0,0.0
DTAA/AJB0016,1135.0,355.0,0.0,15848.0,0.0
DTAA/AJB0370,987.0,345.0,0.0,12924.0,0.0
DTAA/AJC0203,690.0,0.0,0.0,14134.0,0.0
DTAA/AJC0266,1121.0,0.0,0.0,10825.0,0.0
DTAA/AJC0399,189.0,13.0,0.0,486.0,0.0
DTAA/AJM0302,690.0,345.0,0.0,11074.0,0.0
DTAA/AJN0804,1204.0,348.0,0.0,14069.0,0.0
DTAA/AJP0553,852.0,84.0,0.0,13986.0,0.0
DTAA/AJS0917,690.0,345.0,0.0,13682.0,0.0
DTAA/AJS0978,690.0,0.0,0.0,12171.0,0.0
DTAA/AKA0033,690.0,345.0,0.0,13930.0,0.0
DTAA/AKH0067,690.0,345.0,0.0,10750.0,0.0
DTAA/AKM0969,690.0,174.0,0.0,10795.0,0.0
DTAA/AKP0173,690.0,345.0,0.0,10707.0,0.0
DTAA/AKS0283,1202.0,90.0,0.0,13360.0,0.0
DTAA/AKW0582,1050.0,78.0,0.0,11310.0,0.0
DTAA/ALC0244,690.0,345.0,0.0,10703.0,0.0
DTAA/ALK0520,1141.0,395.0,0.0,11859.0,0.0
DTAA/ALL0155,690.0,345.0,0.0,12877.0,0.0
DTAA/ALN0201,690.0,345.0,0.0,13098.0,0.0
DTAA/ALS0087,690.0,159.0,0.0,10929.0,0.0
DTAA/ALW0250,690.0,345.0,0.0,11723.0,0.0
DTAA/ALW0694,966.0,345.0,0.0,10450.0,0.0
DTAA/ALW0834,971.0,0.0,0.0,10659.0,0.0
DTAA/AMA0191,1035.0,750.0,0.0,14316.0,0.0
DTAA/AMA0606,800.0,354.0,0.0,9618.0,0.0
DTAA/AMD0432,690.0,0.0,0.0,10416.0,0.0
DTAA/AMH0101,690.0,172.0,0.0,11972.0,0.0
DTAA/AMM0340,954.0,345.0,0.0,12931.0,0.0
DTAA/AMM0661,690.0,345.0,0.0,11740.0,0.0
DTAA/AMM0830,690.0,156.0,0.0,10543.0,0.0
DTAA/AMS0897,975.0,345.0,0.0,11929.0,0.0
DTAA/ANC0012,967.0,345.0,0.0,13968.0,0.0
DTAA/ANS0172,690.0,345.0,0.0,12728.0,0.0
DTAA/ANW0351,690.0,0.0,0.0,10548.0,0.0
DTAA/AOC0511,690.0,161.0,0.0,10578.0,0.0
DTAA/APC0769,690.0,165.0,0.0,9234.0,0.0
DTAA/AQG0678,334.0,59.0,0.0,1363.0,0.0
DTAA/ARB0050,690.0,345.0,0.0,12763.0,0.0
DTAA/ARB0100,678.0,339.0,0.0,9314.0,0.0
DTAA/ARC0677,1131.0,363.0,0.0,12580.0,0.0
DTAA/ARF0269,690.0,180.0,0.0,9388.0,0.0
DTAA/ARG0405,690.0,345.0,0.0,13912.0,0.0
DTAA/ARK0026,712.0,171.0,0.0,11224.0,0.0
DTAA/ARM0416,971.0,345.0,0.0,9409.0,0.0
DTAA/ARP0948,690.0,160.0,0.0,10656.0,0.0
DTAA/ARR0758,690.0,345.0,0.0,12831.0,0.0
DTAA/ARR0878,690.0,172.0,0.0,9102.0,0.0
DTAA/ARR0977,1138.0,174.0,0.0,10873.0,0.0
DTAA/ARS0993,4772.0,2541.0,0.0,5908.0,0.0
DTAA/ARW0541,690.0,0.0,0.0,10482.0,0.0
DTAA/ASC0132,798.0,347.0,0.0,9960.0,0.0
DTAA/ASO0023,1184.0,441.0,0.0,9210.0,0.0
DTAA/ASP0799,690.0,345.0,0.0,9196.0,0.0
DTAA/ASR0539,690.0,173.0,0.0,10498.0,0.0
DTAA/ASS0824,690.0,400.0,0.0,12667.0,0.0
DTAA/ASV0049,1057.0,0.0,0.0,10938.0,0.0
DTAA/ATJ0284,702.0,357.0,0.0,10448.0,0.0
DTAA/AUM0365,993.0,164.0,0.0,10460.0,0.0
DTAA/AWB0828,690.0,0.0,0.0,9265.0,0.0
DTAA/AXB0007,690.0,0.0,0.0,10585.0,0.0
DTAA/AZC0030,744.0,161.0,0.0,10184.0,0.0
DTAA/AZS0738,690.0,175.0,0.0,10493.0,0.0
DTAA/BAB0505,690.0,345.0,0.0,10415.0,0.0
DTAA/BAE0444,690.0,167.0,0.0,10483.0,0.0
DTAA/BAF0379,870.0,74.0,0.0,10477.0,0.0
DTAA/BAH0774,690.0,174.0,0.0,10454.0,0.0
DTAA/BAK0787,690.0,0.0,0.0,10628.0,0.0
DTAA/BAM0466,722.0,506.0,0.0,13746.0,0.0
DTAA/BBH0313,690.0,182.0,0.0,10432.0,0.0
DTAA/BBM0499,926.0,349.0,0.0,10257.0,0.0
DTAA/BBP0623,690.0,170.0,0.0,11420.0,0.0
DTAA/BCB0013,690.0,0.0,0.0,9327.0,0.0
DTAA/BCG0303,690.0,345.0,0.0,9393.0,0.0
DTAA/BCG0692,690.0,345.0,0.0,10480.0,0.0
DTAA/BCH0912,690.0,0.0,0.0,11403.0,0.0
DTAA/BCJ0800,742.0,0.0,0.0,11561.0,0.0
DTAA/BCM0558,972.0,180.0,0.0,9155.0,0.0
DTAA/BCM0899,690.0,345.0,0.0,11336.0,0.0
DTAA/BCR0547,690.0,345.0,0.0,10719.0,0.0
DTAA/BCS0374,690.0,345.0,0.0,12751.0,0.0
DTAA/BCV0109,690.0,345.0,0.0,10623.0,0.0
DTAA/BCW0386,690.0,0.0,0.0,9316.0,0.0
DTAA/BDH0038,1106.0,345.0,0.0,8536.0,0.0
DTAA/BDI0634,690.0,0.0,0.0,11442.0,0.0
DTAA/BFO0438,690.0,345.0,0.0,11700.0,0.0
